"NAM"	"DAT"	"PERIOD"	"ӘАОЖ(каталог бойынша)"	"LӘАОЖ(каталог бойынша)"	"ОЖА"	"LОЖА"	"VAL"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"1.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"1.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"3.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"4.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"3.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"South-Kazakhstan region"	"0"	"urban area"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"South-Kazakhstan region"	"0"	"Total"	"0"	"11.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"South-Kazakhstan region"	"0"	"Total"	"0"	"12.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"South-Kazakhstan region"	"0"	"Total"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"South-Kazakhstan region"	"0"	"Total"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"South-Kazakhstan region"	"0"	"Total"	"0"	"7.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"South-Kazakhstan region"	"0"	"Total"	"0"	"6.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"South-Kazakhstan region"	"0"	"Total"	"0"	"6.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"South-Kazakhstan region"	"0"	"Total"	"0"	"6.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"South-Kazakhstan region"	"0"	"Total"	"0"	"8.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"South-Kazakhstan region"	"0"	"Total"	"0"	"7.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"South-Kazakhstan region"	"0"	"Total"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"South-Kazakhstan region"	"0"	"Total"	"0"	"6.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"South-Kazakhstan region"	"0"	"Total"	"0"	"9.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"South-Kazakhstan region"	"0"	"Total"	"0"	"7.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"South-Kazakhstan region"	"0"	"Total"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"South-Kazakhstan region"	"0"	"Total"	"0"	"7.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"South-Kazakhstan region"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"ASTANA CITY"	"0"	"urban area"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"ASTANA CITY"	"0"	"urban area"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"ASTANA CITY"	"0"	"urban area"	"0"	"1.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"ASTANA CITY"	"0"	"urban area"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"ASTANA CITY"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"ASTANA CITY"	"0"	"Total"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"ASTANA CITY"	"0"	"Total"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"ASTANA CITY"	"0"	"Total"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"ASTANA CITY"	"0"	"Total"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"ASTANA CITY"	"0"	"Total"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"ASTANA CITY"	"0"	"Total"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"ASTANA CITY"	"0"	"Total"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"ASTANA CITY"	"0"	"Total"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"ASTANA CITY"	"0"	"Total"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"ASTANA CITY"	"0"	"Total"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"ASTANA CITY"	"0"	"Total"	"0"	"0.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"ASTANA CITY"	"0"	"Total"	"0"	"0.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"ASTANA CITY"	"0"	"Total"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"ASTANA CITY"	"0"	"Total"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"ASTANA CITY"	"0"	"Total"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"ASTANA CITY"	"0"	"Total"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"ASTANA CITY"	"0"	"Total"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"ASTANA CITY"	"0"	"Total"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"ASTANA CITY"	"0"	"Total"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"ASTANA CITY"	"0"	"Total"	"0"	"0.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"ASTANA CITY"	"0"	"Total"	"0"	"0.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"ASTANA CITY"	"0"	"Total"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"ASTANA CITY"	"0"	"Total"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"ASTANA CITY"	"0"	"Total"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"ASTANA CITY"	"0"	"Total"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"ASTANA CITY"	"0"	"Total"	"0"	"0.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"ASTANA CITY"	"0"	"Total"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"ASTANA CITY"	"0"	"Total"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"ASTANA CITY"	"0"	"Total"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"ASTANA CITY"	"0"	"Total"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"ASTANA CITY"	"0"	"Total"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"ASTANA CITY"	"0"	"Total"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"ASTANA CITY"	"0"	"Total"	"0"	"1.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"ASTANA CITY"	"0"	"Total"	"0"	"1.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"ASTANA CITY"	"0"	"Total"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"ASTANA CITY"	"0"	"Total"	"0"	"2.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"ASTANA CITY"	"0"	"Total"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"ASTANA CITY"	"0"	"Total"	"0"	"1.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"ASTANA CITY"	"0"	"Total"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"ASTANA CITY"	"0"	"Total"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"ASTANA CITY"	"0"	"Total"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"ASTANA CITY"	"0"	"Total"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"ASTANA CITY"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"ASTANA CITY"	"0"	"Total"	"0"	"1.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"ASTANA CITY"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"ASTANA CITY"	"0"	"Total"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"ASTANA CITY"	"0"	"Total"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"ASTANA CITY"	"0"	"Total"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"ASTANA CITY"	"0"	"Total"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"ASTANA CITY"	"0"	"Total"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"ASTANA CITY"	"0"	"Total"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"ASTANA CITY"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"ASTANA CITY"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"10.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"14.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"5.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"7.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"9.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"9.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"13.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"9.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"7.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"7.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"8.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"7.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"8.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"5.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"TURKISTAN REGION"	"0"	"urban area"	"0"	"6.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"TURKISTAN REGION"	"0"	"Total"	"0"	"11.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"TURKISTAN REGION"	"0"	"Total"	"0"	"12.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"TURKISTAN REGION"	"0"	"Total"	"0"	"10.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"TURKISTAN REGION"	"0"	"Total"	"0"	"11.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"TURKISTAN REGION"	"0"	"Total"	"0"	"10.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"TURKISTAN REGION"	"0"	"Total"	"0"	"10.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"TURKISTAN REGION"	"0"	"Total"	"0"	"12.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"TURKISTAN REGION"	"0"	"Total"	"0"	"11.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"TURKISTAN REGION"	"0"	"Total"	"0"	"10.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"TURKISTAN REGION"	"0"	"Total"	"0"	"8.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"TURKISTAN REGION"	"0"	"Total"	"0"	"10.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"TURKISTAN REGION"	"0"	"Total"	"0"	"8.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"TURKISTAN REGION"	"0"	"Total"	"0"	"8.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"TURKISTAN REGION"	"0"	"Total"	"0"	"8.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"TURKISTAN REGION"	"0"	"Total"	"0"	"7.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"TURKISTAN REGION"	"0"	"Total"	"0"	"8.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"TURKISTAN REGION"	"0"	"Total"	"0"	"9.3"
